name,title,agency,acronym,division_path,phone,phone_2,division_phone,fax,address,city,state,zip,section,vacant,name_source,other_source_name
Lourdes Centeno,"Deputy Commissioner, Communications and Marketing",Human Resources Administration / Department of Social Services,HRA DSS,DSS Office of Strategy,(929) 221-5131,,,,150 Greenwich St.,New York,NY,10007,City,,Green Book,
Saratu Ghartey,DSS First Deputy Commissioner,Human Resources Administration / Department of Social Services,HRA DSS,DSS Office of the First Deputy Commissioner,(929) 221-7016,,,,150 Greenwich St.,New York,NY,10007,City,,Green Book,
Yvette Andino,"Vice President, Employee Engagement","Housing Authority, NYC",NYCHA,Administration,(212) 306-8432,,,,90 Church St.,New York,NY,10007,City,,Green Book,
Corrine Campbell,Vice President for A&CM Quality Assurance,"Housing Authority, NYC",NYCHA,Asset and Capital Management,(718) 730-8215,,,,90 Church St.,New York,NY,10007,City,,Green Book,
James Scanlon,Vice President for Architecture and Engineering Services,"Housing Authority, NYC",NYCHA,Asset and Capital Management,(718) 730-8196,,,,90 Church St.,New York,NY,10007,City,,Green Book,
Joy Sinderbrand,Senior Vice President for Capital Program,"Housing Authority, NYC",NYCHA,Asset and Capital Management,(212) 306-8846,,,,90 Church St.,New York,NY,10007,City,,Green Book,
Scott French,HRA Administrator,Human Resources Administration / Department of Social Services,HRA DSS,HRA Executive Office,(929) 221-6194,,,,150 Greenwich St.,New York,NY,10007,City,,Green Book,
Andrea Reid,"Executive Deputy Commissioner, Rental Assistance",Human Resources Administration / Department of Social Services,HRA DSS,HRA Office of Housing Services,(929) 221-5879,,,,150 Greenwich St.,New York,NY,10007,City,,Green Book,
(vacant),DHS Chief of Staff,"Homeless Services, Department of",DHS,DHS Executive Office,(212) 361-0940,,,,33 Beaver St.,New York,NY,10004,City,yes,Green Book,
Annika Lescott-Martinez,Executive Vice President & Chief Financial Officer,"Housing Authority, NYC",NYCHA,Finance,(212) 306-8430,,,,90 Church St.,New York,NY,10007,City,,Green Book,
Rosine Ferdinand,"Executive Deputy Commissioner, Finance",Human Resources Administration / Department of Social Services,HRA DSS,DSS Office of Program Performance and Financial Management,(929) 221-6219,,,,150 Greenwich St.,New York,NY,10007,City,,Green Book,
Bill Dorante,"Deputy Commissioner, Fiscal Operations",Human Resources Administration / Department of Social Services,HRA DSS,DSS Office of Program Performance and Financial Management,(929) 221-6225,,,,150 Greenwich St.,New York,NY,10007,City,,Green Book,
Joseph Sitro,"Assistant Deputy Commissioner, HRA Police Operations","Homeless Services, Department of",DHS,DSS Office of Operations,(917) 418-8588,,,,33 Beaver St.,New York,NY,10004,City,,Green Book,
Michael Deutsch,Vice President Infrastructure and Operations,"Housing Authority, NYC",NYCHA,Information Technology,(212) 306-3456,,,,90 Church St.,New York,NY,10007,City,,Green Book,
Sandip Shah,Vice President for Enterprise Solutions Management,"Housing Authority, NYC",NYCHA,Information Technology,(212) 306-3870,,,,90 Church St.,New York,NY,10007,City,,Green Book,
Lakesha Miller,"Executive Vice President, Leased Housing","Housing Authority, NYC",NYCHA,Leased Housing,(212) 306-8818,,,,90 Church St.,New York,NY,10007,City,,Green Book,
Charles Furrey,Vice President for Legal Affairs & Managing Attorney,"Housing Authority, NYC",NYCHA,Legal Affairs & General Counsel,(212) 776-5146,,,,90 Church St.,New York,NY,10007,City,,Green Book,
Daniel Kiss,Vice President & Deputy General Counsel for Housing Litigation,"Housing Authority, NYC",NYCHA,Legal Affairs & General Counsel,(212) 776-5191,,,,90 Church St.,New York,NY,10007,City,,Green Book,
David Rohde,Executive Vice President for Legal Affairs & General Counsel,"Housing Authority, NYC",NYCHA,Legal Affairs & General Counsel,(212) 776-5012,,,,90 Church St.,New York,NY,10007,City,,Green Book,
Eric Enderlin,President,"Housing Development Corporation, NYC",HDC,,,,,,120 Broadway,New York,NY,10271,City,,Green Book,
Robert Kumbatovic,Vice President & Deputy General Counsel for Contracts,"Housing Authority, NYC",NYCHA,Legal Affairs & General Counsel,(212) 776-5014,,,,90 Church St.,New York,NY,10007,City,,Green Book,
Rosanne Pisem,Vice President & Deputy General Counsel for Legal Counsel,"Housing Authority, NYC",NYCHA,Legal Affairs & General Counsel,(212) 776-5212,,,,90 Church St.,New York,NY,10007,City,,Green Book,
Sara Kobocow,Vice President and Deputy General Counsel for REED,"Housing Authority, NYC",NYCHA,Legal Affairs & General Counsel,(212) 776-5069,,,,90 Church St.,New York,NY,10007,City,,Green Book,
Jamar Hooks,"Deputy Commissioner, Intergovernmental & Legislative Affairs","Homeless Services, Department of",DHS,DSS Office of Strategy,(929) 221-6681,,,,33 Beaver St.,New York,NY,10004,City,,Green Book,
April Turner,"Deputy Commissioner, IT Service Management Services","Homeless Services, Department of",DHS,DSS Office of Information Technology Services,(718) 510-8267,,,,33 Beaver St.,New York,NY,10004,City,,Green Book,
"James Flaherty, Jr.",Vice President of Quality & Cost Control,"Housing Authority, NYC",NYCHA,Operations,(718) 409-7537,,,,90 Church St.,New York,NY,10007,City,,Green Book,
James Secreto,Vice President for Public Safety,"Housing Authority, NYC",NYCHA,Operations,(212) 306-4417,,,,90 Church St.,New York,NY,10007,City,,Green Book,
Fabienne Laraque,"DSS Chief Medical Officer, Office of the Medical Director",Human Resources Administration / Department of Social Services,HRA DSS,DSS Office of the Medical Director,(212) 361-7990,,,,150 Greenwich St.,New York,NY,10007,City,,Green Book,
Rima Rivera,"Deputy Commissioner, Domestic Violence Services",Human Resources Administration / Department of Social Services,HRA DSS,HRA Office of Special Services,(929) 221-7264,,,,150 Greenwich St.,New York,NY,10007,City,,Green Book,
(vacant),"Chief Information Officer, Information Technology Services",Human Resources Administration / Department of Social Services,HRA DSS,DSS Office of Information Technology Services,(718) 510-8511,,,,150 Greenwich St.,New York,NY,10007,City,yes,Green Book,
Guy Oliveri,VP of Procurement Policy & Performance Mgmt,"Housing Authority, NYC",NYCHA,Procurement,(212) 306-4532,,,,90 Church St.,New York,NY,10007,City,,Green Book,
Anand Sagar,"Deputy Commissioner, Revenue Reimbursement and Claiming Office","Homeless Services, Department of",DHS,DSS Office of Program Performance and Financial Management,(929) 221-6046,,,,33 Beaver St.,New York,NY,10004,City,,Green Book,
Jessica Heegan,Vice President of Procurement Ethics & Vender Diversity,"Housing Authority, NYC",NYCHA,Procurement,(212) 306-4712,,,,90 Church St.,New York,NY,10007,City,,Green Book,
Yvonne Ballard,"Associate Commissioner, Shelter Operations","Homeless Services, Department of",DHS,DHS Office of Shelter Operations,(212) 607-6203,,,,33 Beaver St.,New York,NY,10004,City,,Green Book,
Sandy Bryant,"Deputy Commissioner, Fair Hearing Administration",Human Resources Administration / Department of Social Services,HRA DSS,DSS Office of Legal Affairs,(929) 221-6548,,,,150 Greenwich St.,New York,NY,10007,City,,Green Book,
Angela Gadson,"Vice President for PHO, Bronx","Housing Authority, NYC",NYCHA,Property Management Departments,(718) 409-7520,,,,90 Church St.,New York,NY,10007,City,,Green Book,
Richard Lindemulder,"Deputy Commissioner, Strategic Engagement","Homeless Services, Department of",DHS,DSS Office of Information Technology Services,(646) 522-2756,,,,33 Beaver St.,New York,NY,10004,City,,Green Book,
Andrea McGill,"Deputy Commissioner, HR Operations","Homeless Services, Department of",DHS,DSS Office of the Chief People Officer,(929) 221-5238,,,,33 Beaver St.,New York,NY,10004,City,,Green Book,
Maria Teresa Arce,Chief External Affairs Officer,Human Resources Administration / Department of Social Services,HRA DSS,DSS Office of External Affairs,(929) 221-7324,,,,150 Greenwich St.,New York,NY,10007,City,,Green Book,
Anne-Marie Flatley,"Senior Vice President, Performance Management & Analytics","Housing Authority, NYC",NYCHA,Strategy & Innovation,(212) 306-8202,,,,90 Church St.,New York,NY,10007,City,,Green Book,
Arvind Sohoni,Executive Vice-President for Strategy & Innovation,"Housing Authority, NYC",NYCHA,Strategy & Innovation,(212) 306-4385,,,,90 Church St.,New York,NY,10007,City,,Green Book,
Cathleen A. Baumann,Executive Vice President and Chief Financial Officer,"Housing Development Corporation, NYC",HDC,,,,,,120 Broadway,New York,NY,10271,City,,Green Book,
Gregory P. Anderson,Commissioner,Sanitation,DSNY,,,,,,125 Worth St.,New York,NY,10013,City,,Green Book,
Christopher Gonzalez,Chief Strategy Officer,Human Resources Administration / Department of Social Services,HRA DSS,DSS Office of Strategy,(929) 221-5890,,,,150 Greenwich St.,New York,NY,10007,City,,Green Book,
Ellen K. Duffy,Executive Vice President for Capital Markets and Investments,"Housing Development Corporation, NYC",HDC,,,,,,120 Broadway,New York,NY,10271,City,,Green Book,
Mary Hom,Chief Risk Officer,"Housing Development Corporation, NYC",HDC,,,,,,120 Broadway,New York,NY,10271,City,,Green Book,
Paul Cackler,Chief Information Officer,"Housing Development Corporation, NYC",HDC,,,,,,120 Broadway,New York,NY,10271,City,,Green Book,
Susannah Lipsyte,Executive Vice President & General Counsel,"Housing Development Corporation, NYC",HDC,,,,,,120 Broadway,New York,NY,10271,City,,Green Book,
Eric Enderlin,President,"Housing Development Corporation, NYC",HDC,Housing Assistance Corporation,,,(212) 227-5500,,120 Broadway,New York,NY,10271,City,,Green Book,
Eric Enderlin,President,"Housing Development Corporation, NYC",HDC,NYC Residential Mortgage Insurance Corporation,,,(212) 227-5500,,120 Broadway,New York,NY,10271,City,,Green Book,
Eric Enderlin,President,"Housing Development Corporation, NYC",HDC,NYCHDC Real Estate Corporation,,,(212) 227-5500,,120 Broadway,New York,NY,10271,City,,Green Book,
Michael Morris,Inspector General,Housing Preservation & Development,HPD,Inspector General,(212) 825-0635,,,,100 Gold St.,New York,NY,10038,City,,Green Book,
Zenzile Vialva,Assistant Commissioner/EEO Officer,Housing Preservation & Development,HPD,"Office of Diversity, Equity & Inclusion/EEO",(212) 863-8329,,,,100 Gold St.,New York,NY,10038,City,,Green Book,
AnnMarie Santiago,Deputy Commissioner,Housing Preservation & Development,HPD,Office of Enforcement & Neighborhood Services,(212) 863-8603,,,,100 Gold St.,New York,NY,10038,City,,Green Book,
Ledwin Martinez,"Agency Chief Contracting Officer/Assistant Commissioner, Procurement Services",Housing Preservation & Development,HPD,Office of Legal Affairs,(212) 863-6652,,,,100 Gold St.,New York,NY,10038,City,,Green Book,
Maurice Dobson,Deputy Commissioner/ General Counsel,Housing Preservation & Development,HPD,Office of Legal Affairs,(212) 863-8686,,,(212) 863-8377,100 Gold St.,New York,NY,10038,City,,Green Book,
John Rojas,Chief Special Services Officer,Human Resources Administration / Department of Social Services,HRA DSS,HRA Office of Special Services,(929) 221-6662,,,,150 Greenwich St.,New York,NY,10007,City,,Green Book,
Maria Teresa Arce,Chief External Affairs Officer,"Homeless Services, Department of",DHS,DSS Office of External Affairs,(929) 221-7324,,,,33 Beaver St.,New York,NY,10004,City,,Green Book,
Neha Sharma,"Assistant Deputy Commissioner, Press Relations and Communications","Homeless Services, Department of",DHS,DSS Office of Strategy,(929) 221-6632,,,,33 Beaver St.,New York,NY,10004,City,,Green Book,
Aqueelah Winston,"Interim Chief of Shelter Intake, Assessment & Operational Capacity","Homeless Services, Department of",DHS,"DHS Office of Shelter Intake, Assessment & Operational Capacity",(212) 487-6284,,,,33 Beaver St.,New York,NY,10004,City,,Green Book,
Jeremy Resnick,DSS Chief of Staff,Human Resources Administration / Department of Social Services,HRA DSS,,(929) 221-5277,,,,150 Greenwich St.,New York,NY,10007,City,,Green Book,
Shakuntala Jewram,"Deputy Commissioner, Revenue Management and Development",Human Resources Administration / Department of Social Services,HRA DSS,DSS Office of Program Performance and Financial Management,(929) 221-6215,,,,150 Greenwich St.,New York,NY,10007,City,,Green Book,
Andrea McGill,"Deputy Commissioner, HR Operations",Human Resources Administration / Department of Social Services,HRA DSS,DSS Office of the Chief People Officer,(929) 221-5238,,,,150 Greenwich St.,New York,NY,10007,City,,Green Book,
Jacqueline Dudley,"Executive Deputy Commissioner, HIV/AIDS Services Administration (HASA)",Human Resources Administration / Department of Social Services,HRA DSS,HRA Office of Special Services,(929) 252-2872,(212) 971-0626,,(212) 971-0820,150 Greenwich St.,New York,NY,10007,City,,Green Book,
Christine Fellini,DHS First Deputy Commissioner,"Homeless Services, Department of",DHS,DHS Executive Office,(212) 361-7375,,,,33 Beaver St.,New York,NY,10004,City,,Green Book,
Karen Lane,"Executive Deputy Commissioner, Medical Assistance Program",Human Resources Administration / Department of Social Services,HRA DSS,HRA Office of Special Services,(929) 221-2565,(888) 692-6116,,,150 Greenwich St.,New York,NY,10007,City,,Green Book,
Audrey M. Diop,"Managing Executive Director, Citywide Health Insurance",Human Resources Administration / Department of Social Services,HRA DSS,DSS Office of the Medical Director,(929) 221-6774,,,,150 Greenwich St.,New York,NY,10007,City,,Green Book,
Conor Sheehan,"Associate Commissioner, Program Development","Homeless Services, Department of",DHS,DHS Office of Program Development,(917) 794-6756,,,,33 Beaver St.,New York,NY,10004,City,,Green Book,
Karen H. St. Hilaire,Chief Administrative Officer,"Homeless Services, Department of",DHS,"DSS Offices of Diversity, Equity and Inclusion",(929) 221-7089,,,,33 Beaver St.,New York,NY,10004,City,,Green Book,
Cary Cheung,"Deputy Commissioner, Budget Administration","Homeless Services, Department of",DHS,DSS Office of Program Performance and Financial Management,(929) 221-6252,,,,33 Beaver St.,New York,NY,10004,City,,Green Book,
JoAnne Bailey,"Executive Deputy Commissioner, Planning Management & Business Process Innovation and Design",Human Resources Administration / Department of Social Services,HRA DSS,DSS Office of the First Deputy Commissioner,(929) 221-5112,,,,150 Greenwich St.,New York,NY,10007,City,,Green Book,
Jamar Hooks,"Deputy Commissioner, Intergovernmental and Legislative Affairs",Human Resources Administration / Department of Social Services,HRA DSS,DSS Office of Strategy,(929) 221-6681,,,,150 Greenwich St.,New York,NY,10007,City,,Green Book,
JoAnne Bailey,"Executive Deputy Commissioner, Planning Management & Business Process Innovation and Design","Homeless Services, Department of",DHS,DSS Office of the First Deputy Commissioner,(929) 221-5112,,,,33 Beaver St.,New York,NY,10004,City,,Green Book,
Monica Ealey,"Deputy Commissioner, IDNYC, Fair Fares and HEAP Program",Human Resources Administration / Department of Social Services,HRA DSS,HRA Office of Programs,(212) 331-4631,,,,150 Greenwich St.,New York,NY,10007,City,,Green Book,
Yurij Pawluk,"Executive Deputy Commissioner, Supportive Programs and Initiatives",Human Resources Administration / Department of Social Services,HRA DSS,HRA Office of Programs,(929) 221-6941,,,,150 Greenwich St.,New York,NY,10007,City,,Green Book,
Marcia James,"Deputy Commissioner, Investigation, Revenue & Enforcement Administration (IREA)","Homeless Services, Department of",DHS,DSS Office of Program Accountability,(929) 252-3020,(212) 274-5600,,(212) 732-2118,33 Beaver St.,New York,NY,10004,City,,Green Book,
Marah Rhoades,"Deputy Commissioner, Community Outreach","Homeless Services, Department of",DHS,DSS Office of Strategy,(929) 221-7204,,,,33 Beaver St.,New York,NY,10004,City,,Green Book,
(vacant),Senior Advisor to DSS First Deputy Commissioner,"Homeless Services, Department of",DHS,DSS Office of the First Deputy Commissioner,(929) 221-6393,,,,33 Beaver St.,New York,NY,10004,City,yes,Green Book,
Neha Sharma,Assistant Deputy Commissioner,Human Resources Administration / Department of Social Services,HRA DSS,DSS Office of Strategy > Press Relations and Communications,(929) 221-6632,,,,150 Greenwich St.,New York,NY,10007,City,,Green Book,
